X1,Y1,X2,Y2,Distance
59.52505609573672,153.00598354525056,14.903614457831326,230.70281124497993,89.59838217538545
75.00495689655172,343.7260775862069,144.97237569060775,317.9696132596685,74.55759617441451
5.0625,689.8125,28.437685459940653,748.3204747774481,63.004622114929994
28.437685459940653,748.3204747774481,48.80722891566265,738.3012048192771,22.70030993377082
8.337899543378995,767.6392694063927,28.437685459940653,748.3204747774481,27.878615815835424
532.9477373749241,893.8804088586031,532.6488673139158,725.5695792880259,168.31109492261422
19.45308924485126,574.6155606407323,130.71328671328672,584.1818181818181,111.6706981443997
122.36499215070644,21.49686028257457,155.8145896656535,42.794326241134755,39.654225880326834
51.9811320754717,770.062893081761,64.53947368421052,742.3684210526316,30.408809988784718
48.80722891566265,738.3012048192771,64.53947368421052,742.3684210526316,16.249485325583812
106.08148148148148,796.5407407407407,51.9811320754717,770.062893081761,60.23225234460754
115.95370370370371,459.15277777777777,75.00495689655172,343.7260775862069,122.47498921082227
130.71328671328672,584.1818181818181,150.36220472440945,656.4370078740158,74.87918546874883
144.97237569060775,317.9696132596685,188.51436781609195,353.7068965517241,56.32990764551604
136.26315789473685,697.328947368421,150.36220472440945,656.4370078740158,43.25429270164296
240.52055306427505,170.7406576980568,262.7132075471698,226.40377358490565,59.924088505624475
167.8918918918919,767.418918918919,106.08148148148148,796.5407407407407,68.327207914017
256.3180404354588,103.33164852255054,240.52055306427505,170.7406576980568,69.23536036785103
218.19662921348313,718.6460674157304,262.34193548387094,711.5741935483871,44.70815882701896
273.46413502109704,248.5759493670886,262.7132075471698,226.40377358490565,24.641181393465363
285.98924731182797,432.2043010752688,389.83620689655174,414.94827586206895,105.27089541345148
295.734375,543.84375,318.6774193548387,588.9032258064516,50.56421307822651
315.070796460177,742.1356932153392,339.3167701863354,754.1739130434783,27.07001992168023
374.66471234884574,726.6672773909858,339.3167701863354,754.1739130434783,44.789418616936146
360.54375,37.80625,394.875,76.11458333333333,51.44087022339609
394.80645161290323,677.590831918506,374.66471234884574,726.6672773909858,53.048912908697375
389.83620689655174,414.94827586206895,446.44541484716154,337.24454148471614,96.1377800918119
395.62666666666667,197.76666666666668,468.9713690786049,205.16189484643414,73.71658410240265
398.1811594202899,302.6811594202899,446.44541484716154,337.24454148471614,59.36384195486184
440.69127516778525,724.9194630872483,449.7980769230769,701.5480769230769,25.08297289886124
485.58863080684597,562.9871638141809,492.30434782608694,526.2753623188406,37.321002453254025
476.1744186046512,727.3255813953489,490.1,716.5666666666667,17.59761527416541
545.7842377260982,5.2338501291989665,611.6883365200765,133.60994263862332,144.3044398687536
508.26984126984127,711.6825396825396,490.1,716.5666666666667,18.81483000636212
532.6488673139158,725.5695792880259,508.26984126984127,711.6825396825396,28.056849072232097
544.2468253968254,691.5785714285714,570.765306122449,685.9795918367347,27.103106693976503
559.3863436123348,297.27224669603527,629.7092198581561,295.74468085106383,70.33946531568046
567.2898550724638,711.5265700483092,579.4455445544554,724.6732673267327,17.905206955327575
577.7163120567376,662.1583924349882,570.765306122449,685.9795918367347,24.814633272250546
