Size,Aspect_Ratio,Orientation,Distance
16.53106386103987,3.526257485833652,2.0324120836401067,26.85211594794914
16.53106386103987,3.526257485833652,2.0324120836401067,36.674373426287794
16.53106386103987,3.526257485833652,2.0324120836401067,98.6719827060514
16.53106386103987,3.526257485833652,2.0324120836401067,38.65297234410459
16.53106386103987,3.526257485833652,2.0324120836401067,118.5446051196855
16.53106386103987,3.526257485833652,2.0324120836401067,16.091831803772592
16.53106386103987,3.526257485833652,2.0324120836401067,84.87974506326498
16.53106386103987,3.526257485833652,2.0324120836401067,75.0645665699176
16.53106386103987,3.526257485833652,2.0324120836401067,109.4164535794202
16.53106386103987,3.526257485833652,2.0324120836401067,31.861990643177293
16.53106386103987,3.526257485833652,2.0324120836401067,21.74565410446673
16.53106386103987,3.526257485833652,2.0324120836401067,124.45836479868532
16.53106386103987,3.526257485833652,2.0324120836401067,14.231760762457403
16.53106386103987,3.526257485833652,2.0324120836401067,22.53929236839577
16.53106386103987,3.526257485833652,2.0324120836401067,48.37789907883221
16.53106386103987,3.526257485833652,2.0324120836401067,129.86285131133263
16.53106386103987,3.526257485833652,2.0324120836401067,125.45724621313568
16.53106386103987,3.526257485833652,2.0324120836401067,65.16650536885317
16.53106386103987,3.526257485833652,2.0324120836401067,12.532515389153431
16.53106386103987,3.526257485833652,2.0324120836401067,63.35293184210639
16.53106386103987,3.526257485833652,2.0324120836401067,10.53209510504012
16.53106386103987,3.526257485833652,2.0324120836401067,96.32178442763652
16.53106386103987,3.526257485833652,2.0324120836401067,31.76502176683781
16.53106386103987,3.526257485833652,2.0324120836401067,75.38218315966952
16.53106386103987,3.526257485833652,2.0324120836401067,13.531277905026696
16.53106386103987,3.526257485833652,2.0324120836401067,141.54558011196545
16.53106386103987,3.526257485833652,2.0324120836401067,37.64011403436399
16.53106386103987,3.526257485833652,2.0324120836401067,65.86880956319803
16.53106386103987,3.526257485833652,2.0324120836401067,88.78823647638993
16.53106386103987,3.526257485833652,2.0324120836401067,86.21434889347078
16.53106386103987,3.526257485833652,2.0324120836401067,11.474911278659825
16.53106386103987,3.526257485833652,2.0324120836401067,72.90765723902074
16.53106386103987,3.526257485833652,2.0324120836401067,91.10410073665724
16.53106386103987,3.526257485833652,2.0324120836401067,37.98931737108039
16.53106386103987,3.526257485833652,2.0324120836401067,46.11650255398
16.53106386103987,3.526257485833652,2.0324120836401067,132.86843869799768
16.53106386103987,3.526257485833652,2.0324120836401067,66.93273054073838
16.53106386103987,3.526257485833652,2.0324120836401067,66.93273054073838
27.61110028572096,3.198368485640582,5.34106939342077,66.93273054073838
155.6968057275569,10.370691298477984,12.499689275041362,66.93273054073838
90.11818294249524,5.848947946204294,2.31818951725646,66.93273054073838
23.54138223303133,3.27983451592014,0.7057316274952785,66.93273054073838
95.89299832574136,1.7681290138727643,25.88191029280861,66.93273054073838
21.959016623045017,2.718540644433681,3.64246504406292,66.93273054073838
12.375232869012324,1.142507281445733,56.3153855794567,66.93273054073838
71.64201886491415,6.600080496474915,6.781952221926387,66.93273054073838
40.6722292844247,4.43549223319333,4.979600838562962,66.93273054073838
75.60267515651792,1.9307838737250256,15.70810611691735,66.93273054073838
26.89302204993143,2.171231163352551,8.631565418997065,66.93273054073838
71.91006179161742,12.902539371263796,5.901555829045446,66.93273054073838
47.80157296882852,3.3739902609998644,14.18504893335967,66.93273054073838
31.77699460250889,1.6072679333389723,12.507338400041617,66.93273054073838
65.76357530798846,6.125498141793247,24.18310929208374,66.93273054073838
80.05329586083958,6.071721331658522,13.066656749543773,66.93273054073838
89.28736147959944,11.523717238185474,0.6822778638285917,66.93273054073838
61.060606791379925,1.8832170632973155,23.07718669482964,66.93273054073838
48.82702702458427,14.63025407418358,1.8816303213969292,66.93273054073838
13.54858372782913,1.296797432732811,67.19142752429633,66.93273054073838
93.53349391429391,3.5830105118283906,15.298653332230348,66.93273054073838
