Filename,Major_Axis_Size_MLE,Major_Axis_Size_FWHM,Aspect_ratio_MLE,Aspect_ratio_FWHM,Orientation_MLE,Orientation_FWHM,Spacing_MLE,Spacing_FWHM
61620A_IP,3.7571750014295118,0.8008008008008005,1.8054686683794894,0.8008008008008005,0.1183701614425891,179.7797797797798,5.134128993602115,4.004004004004003
61620A_TP,3.547142042174401,1.0010010010010006,2.2086489056794028,1.2012012012012008,0.007902763469772367,179.7797797797798,4.349277260348186,3.403403403403402
61620B_IP,inf,0.8008008008008005,1.7643488513796215,0.6006006006006004,-1.6863135732427992,179.7797797797798,4.340273293655844,3.203203203203202
61620B_TP,3.0059762525656084,1.2012012012012008,2.4638363640895347,1.2012012012012008,-0.03565213727956973,179.57957957957962,5.5345492742495015,4.404404404404403
63020A_IP,inf,2.0020020020020013,1.967190749509617,0.8008008008008005,-1.0281967664602547,179.57957957957962,14.094369774108765,15.015015015015024
63020A_TP,3.986544557825603,1.601601601601601,inf,0.8008008008008005,0.0034353718900632657,179.57957957957962,10.095606356067897,10.810810810810807
63020B_IP,11.822595380670167,2.0020020020020013,1.9233873060114428,0.8008008008008005,-0.4928484268013733,179.57957957957962,12.682865732093221,13.813813813813809
63020B_TP,9.40742176021785,3.6036036036036023,3.0624431443998534,2.2022022022022014,-0.010939533779435351,179.7797797797798,12.365172795302648,12.612612612612608
