Size,Aspect_Ratio,Orientation
141.7585978756901,1.3352842495063395,18.8230930202663
21.087416061448902,3.9127285298070977,63.78305820089621
22.250346065773563,1.3934966415148549,6.680996649835204
42.838413033168464,16.673771728479412,23.1242029801592
41.20057440684073,5.70680520218229,28.744157240730775
18.864804190275837,3.1805092026785706,37.750692120746514
73.23053212444971,1.8376824925626312,34.23234018552446
121.68618934859434,1.9450593361600357,14.989425009560193
15.086860122438164,1.2635890962640857,67.02227228552138
187.03201608886843,2.2265261774014737,57.99077809502041
55.9125535128478,3.5473139773334355,75.90550276973093
114.17030779951253,1.404312109558933,8.057573629163112
265.3806099671555,1.334436264367975,60.04162984631005
29.29821604413579,5.441365348286615,82.00448352165411
61.842611441269234,1.9748149472565213,1.7094300992338127
18.679315252406077,2.917461202675261,16.3656214834693
92.7407857747737,2.2241923101192067,69.71848863521281
54.27484445752371,1.1865322246966965,58.630368180573356
26.889297739852026,1.6237022286457545,1.5819323334983169
202.98388263910022,2.270289080154698,79.47948347342567
34.98051665979561,2.2070198167995994,53.28291312448512
59.586329274514256,2.2936150456831053,8.409494745428885
58.01360580088987,1.696186842926869,11.947696139175207
12.359697138042794,1.239998140544027,28.23370611580552
46.94229756930617,1.4802430849006545,37.993137184618405
