X1,Y1,X2,Y2,Distance
0.007024595952508787,0.00028468773387674095,0.03653560202496835,0.008944751417082149,0.030755425251586397
0.03895426379090398,0.04667154947916668,0.04586161079484498,0.011849869833574727,0.03550015233732223
0.03653560202496835,0.008944751417082149,0.04586161079484498,0.011849869833574727,0.009768016819685569
0.054967714093761666,0.09201179378928744,0.06280614773110663,0.09129831414473687,0.00787083827112773
0.0563049231483552,0.11927078480607735,0.0672934804334031,0.0982795051054246,0.023693505748998294
0.0672934804334031,0.0982795051054246,0.06280614773110663,0.09129831414473687,0.008298986806272647
0.07374046523852991,0.17164098673712694,0.07389972995253946,0.17246007072855032,0.0008344242530838914
0.07096213234368709,0.08520983049318702,0.07873800187579823,0.08253965444327785,0.008221556246716484
0.07313417153720464,0.07468056733911514,0.07862561013652379,0.07739162239736251,0.0061241911644674294
0.09139989900706479,0.056915065088904364,0.09808936853825057,0.06095811291797284,0.007816344308997539
0.07873800187579823,0.08253965444327785,0.08165817968323787,0.07876791696501638,0.004770056816431557
0.07862561013652379,0.07739162239736251,0.08165817968323787,0.07876791696501638,0.0033302649733333778
0.08165817968323787,0.07876791696501638,0.08342344844774897,0.08044935850849733,0.002437912934274348
0.0828385198926979,0.06864960385892792,0.08761993147369125,0.06812170305822651,0.004810465254238774
0.08419849309916276,0.04451906213206437,0.08699873573759684,0.045467767959985986,0.0029565861364142056
0.08500014217663517,0.07438273058928185,0.08871272524411153,0.07277719933288612,0.0040448737493493985
0.09785142020029054,0.07337755961456012,0.09299626743214677,0.07233914689034371,0.004964958145627079
0.08761993147369125,0.06812170305822651,0.08871272524411153,0.07277719933288612,0.004782033436524558
0.09299626743214677,0.07233914689034371,0.08871272524411153,0.07277719933288612,0.0043058824437152395
0.09808936853825057,0.06095811291797284,0.10145618955240666,0.05863691116312416,0.00408943288587497
0.10499656593406595,0.0617944067651099,0.10145618955240666,0.05863691116312416,0.004743842682928071
0.11395232371794875,0.13567416199252139,0.12506897682254342,0.149753230945911,0.017938789224532233
0.13394808875225445,0.16057246938613234,0.12555162311831636,0.16272294557548006,0.008667478467400703
0.12506897682254342,0.149753230945911,0.13097721705606166,0.14677101783906885,0.006618224661613176
0.13097721705606166,0.14677101783906885,0.1326155278678444,0.1457281505059258,0.001942069666757881
0.13498016469207877,0.0418006310096154,0.13559943754835327,0.03936751388428383,0.002510688713500768
0.13156062998670215,0.19438255464061652,0.12555162311831636,0.16272294557548006,0.032224819777643104
0.1431173729122666,0.025318330593132272,0.13559943754835327,0.03936751388428383,0.015934205448793187
0.13537254940182775,0.05313511507652752,0.13498016469207877,0.0418006310096154,0.011341273950642826
0.14937914552172368,0.09035887976317665,0.1728222017891725,0.0819718290650119,0.024898182796588945
0.17170446088477298,0.04114499645874556,0.17626045001598975,0.028914578909214388,0.013051442464327281
0.16365449976922392,0.05910118663094357,0.17170446088477298,0.04114499645874556,0.0196780750954455
0.16575425871353464,0.02575791041786261,0.17626045001598975,0.028914578909214388,0.010970169171351761
0.1728222017891725,0.0819718290650119,0.16365449976922392,0.05910118663094357,0.024639664073878447
0.2049225555646524,0.12420453145860769,0.2106610179537739,0.11079221735656593,0.014588355636026645
0.20241810433928334,0.012850520939886801,0.21030627896454915,0.009809527698142887,0.008454048664102872
0.2024853990522768,0.03148631560496795,0.2023955853876006,0.03864800408594929,0.007162251628711696
0.2023233592085446,0.06400660110618252,0.21031738073526998,0.0625738266445015,0.008121405224946851
0.2023549476915875,0.07468120742787177,0.2101797560781936,0.07194364586942713,0.008289865473780342
0.2024340938406292,0.17026767556805417,0.21820136035223933,0.17637691282710818,0.016909449226262713
0.20238743267675408,0.18876293099749428,0.2024340938406292,0.17026767556805417,0.01849531428942066
0.2023107314841001,0.022563908626351183,0.21031979516508711,0.021770059367715623,0.008048310238276212
0.20275374359659218,0.08465715015820185,0.21017971611721617,0.08514043898809526,0.007441682334671533
0.21031738073526998,0.0625738266445015,0.21820876477424414,0.0640898652129121,0.008035690075624156
0.2101797560781936,0.07194364586942713,0.21036157852564105,0.07772122896634617,0.0057804433951212115
0.21017971611721617,0.08514043898809526,0.21036157852564105,0.07772122896634617,0.007421438626197764
0.21014590674624858,0.1037645886828016,0.2106610179537739,0.11079221735656593,0.0070464816988645325
0.21030627896454915,0.009809527698142887,0.21794294408287307,0.009357431997579107,0.007650035598080153
0.21031979516508711,0.021770059367715623,0.2179976334227788,0.02121792570216444,0.007697665353593205
0.2102069730997307,0.03282515767698197,0.2024853990522768,0.03148631560496795,0.007836785301646852
0.2106610179537739,0.041124499007206945,0.2182018274093431,0.0422038057726135,0.007617657798762967
0.2179159777082078,0.08838723064452983,0.21017971611721617,0.08514043898809526,0.008389958251656894
0.2178473897788701,0.03095699387677,0.21801980484210984,0.03590900642370074,0.004955013140143168
0.2182018274093431,0.0422038057726135,0.21801980484210984,0.03590900642370074,0.006297430512364122
0.21823641399177376,0.13708220150126038,0.21821345792494912,0.15428490165510347,0.017202715470646987
