,Particle_Diameters,Minor_Axis_Size,Major_Axis_Size,Aspect_ratio,Circularity,Orientation,Normal_Angle_X,Normal_Angle_X_Abs_Ori
0,1.3223193364400538,0.973064933733402,1.9396330790968184,1.9933233763289988,0.9264168089457092,-70.83175636110926,19.168243638890743,19.168243638890743
1,1.4451712930335778,1.2002280246697794,1.8730562843003835,1.5605836939324262,1.042385962238993,-52.51284326016045,37.48715673983955,37.48715673983955
2,1.4282681233264556,1.263132795372691,1.7995892411237715,1.4247031252108355,0.896393220188201,62.39221922360772,-27.607780776392282,27.607780776392282
3,3.960831429587923,2.547132438961061,6.85038799596979,2.689451043528764,0.565403478821835,-12.897630533257244,77.10236946674276,77.10236946674276
4,1.5738748168108194,1.1849796339432896,2.407590775952932,2.031757092686163,0.8172800904612239,-34.361909188812675,55.638090811187325,55.638090811187325
5,3.170810378792584,2.8919976137647545,3.533800943536197,1.221923879437768,1.0177352083976228,-40.68804923949078,49.311950760509205,49.31195076050922
6,1.2850634067342854,0.8876893497671737,3.236075457747833,3.645504430797331,0.3823560743658392,48.5388732251871,-41.4611267748129,41.4611267748129
7,38.28768477646391,30.494508946793346,48.45567650894285,1.5889967795017803,0.7612471108626302,-8.414223898356601,81.5857761016434,81.5857761016434
8,1.4282681233264556,1.1184734540510184,2.0902547137754413,1.8688460653265495,0.8631398548643489,40.64407850165015,-49.35592149834985,49.35592149834985
9,4.8133150390020445,3.3801433866706554,7.351044616525276,2.174773012740695,0.6287680904117641,18.10997188090976,-71.89002811909023,71.89002811909023
10,4.511200293381672,2.977415116845575,6.990355528018585,2.347793389127588,0.7175254794014807,55.28568992517041,-34.71431007482959,34.71431007482959
11,1.376313601551939,1.3751877230756726,1.617365024731338,1.176104903782899,0.9706626665945888,89.84137543197318,-0.15862456802682345,0.15862456802682345
12,16.60814136024242,12.250801338319068,27.297681824055037,2.228236428801689,0.3994537982652534,-29.863199255299406,60.136800744700594,60.136800744700594
13,1.6044383463340146,1.0232041311238151,2.819182482462357,2.7552493160538414,0.6535492758778373,-14.225033459059851,75.77496654094014,75.77496654094014
14,1.7904288454052892,1.522423431005831,2.3373550214995804,1.5352857647200964,0.8092336216922649,-46.92588258811511,43.074117411884885,43.07411741188489
15,4.669907398433393,3.767705307804228,9.540446668323332,2.5321637147580915,0.233971862275966,-65.85519606917356,24.14480393082644,24.14480393082644
16,16.512822115720667,14.749000589669604,20.69046098793225,1.402838169416315,0.5246331333220189,-8.231048467229494,81.7689515327705,81.7689515327705
17,1.340559085464394,1.2109235610388025,1.5805459967857465,1.3052401056841767,1.064536547456415,-72.94210232554404,17.057897674455944,17.05789767445596
18,7.813628111256681,5.87643597696571,21.950881020998374,3.735407159550589,0.191735559144236,-4.147677154778864,85.85232284522114,85.85232284522114
19,45.0279452360578,36.549400934681934,60.40132936330151,1.652594237351407,0.5432072393831325,88.11096122775547,-1.8890387722445325,1.8890387722445325
20,1.9086035621207809,1.483342995543211,3.520886892877134,2.373616151797555,0.4760671626326807,-26.305669461072355,63.694330538927645,63.694330538927645
21,1.9086035621207809,1.7447768348664856,3.6643536588988663,2.1001847260192856,0.4235299574831371,-4.263872878735877,85.73612712126412,85.73612712126412
22,6.075638066440432,5.803511383156077,8.908398172754579,1.535001412870495,0.3306479131544615,20.821252899148742,-69.17874710085125,69.17874710085125
23,1.2071068813224677,0.796761950681771,2.2436532871112744,2.815964398389546,0.7000523904640754,-77.60441002164245,12.395589978357549,12.395589978357549
24,3.8677683620071512,3.710187079737419,4.259734379711993,1.148118487872441,0.9414279752787162,-21.246777786543596,68.75322221345641,68.75322221345641
25,11.65551134750158,7.224965935672049,20.505871375743745,2.8381962708639867,0.5876384024290587,-5.625532255268984,84.37446774473102,84.37446774473102
26,3.3784619300798826,2.4218749615027537,5.222446196692402,2.156364915491721,0.6225217111931843,-11.492635499930074,78.50736450006993,78.50736450006993
27,31.971246090661552,32.66482701118671,34.5078127934862,1.0564211095215146,0.4931344085017234,80.28831712167107,-9.71168287832893,9.71168287832893
