,Pair Number,X1 coord,Y1 coord,X2 coord,Y2 coord,Spacing
0,1,2.3397406524926683,22.808605205278592,10.5720379601227,31.46927722392638,11.948973126415567
1,2,1.660303544494721,82.23775688159878,3.783666478978979,69.16291291291292,13.24613962469908
2,3,3.783666478978979,69.16291291291292,6.139123908296943,59.93193913755459,9.526754774984093
3,4,6.563109671125976,188.64923007246378,7.778473432055749,178.99812173344947,9.72733268901464
4,5,12.555803571428573,145.30203683035714,25.054183467741936,159.22300277217744,18.708361574063357
5,6,6.139123908296943,59.93193913755459,17.150523361650485,65.78143962378641,12.468663675781016
6,7,17.150523361650485,65.78143962378641,26.80686773255814,48.907298188729875,19.441749812705947
7,8,25.054183467741936,159.22300277217744,30.916819852941174,167.9055606617647,10.476512630216993
8,9,27.942935440891475,189.0594718992248,41.54447115384615,188.4044471153846,13.617298969260622
9,10,12.555803571428573,145.30203683035714,32.756324404761905,129.31956845238096,25.758500293901875
10,11,53.00645377531835,157.11112097790786,71.4739490658363,172.57191577698697,24.08494463611103
11,12,42.666015625,69.47265625,55.13737710674157,83.27554424157303,18.602542141228394
12,13,46.68526785714286,96.12723214285714,55.13737710674157,83.27554424157303,15.381938521498666
13,14,55.13737710674157,83.27554424157303,67.80716834958217,82.94198293871867,12.674181365276507
14,15,55.37997159090909,49.30479676573427,57.30113636363636,44.65909090909091,5.0272713265168605
15,16,55.93551377118644,198.22563559322032,58.262398942786064,194.7275342039801,4.201322164654195
16,17,57.30113636363636,44.65909090909091,59.98141381048387,45.25894657258064,2.7465822414593974
17,18,67.80716834958217,82.94198293871867,74.64169880785414,82.58541155329593,6.8438256653679845
18,19,71.4739490658363,172.57191577698697,79.08405908469945,159.29943647540983,15.29942748307906
19,20,58.262398942786064,194.7275342039801,71.55198317307693,198.0525090144231,13.69921554338335
20,21,86.08525815217392,109.11005434782608,102.37185658084964,114.66883323370773,17.209105470043067
21,22,86.43537752890174,59.60982658959537,103.69707366419657,61.706866712168484,17.38860922394122
22,23,91.24745244565217,194.33975883152175,92.92388091216216,184.92398648648648,9.563847617818663
23,24,91.15596064814815,20.677083333333332,99.29508967594906,14.474734250124873,10.233013020668356
24,25,94.14862961065575,132.5835681352459,97.06849845201239,143.51659249226006,11.316212071262633
25,26,102.37185658084964,114.66883323370773,111.95340602517985,107.32492131294964,12.072246354924891
26,27,97.06849845201239,143.51659249226006,105.33671553332475,150.7328490896809,10.974414471101658
27,28,102.6065340909091,50.4296875,103.69707366419657,61.706866712168484,11.329785856064142
28,29,91.24745244565217,194.33975883152175,106.607593480193,195.66067007364146,15.416832979264674
29,30,102.6065340909091,50.4296875,110.1159575190011,35.58737954668838,16.633867427730518
30,31,99.29508967594906,14.474734250124873,111.06483360389609,13.99502840909091,11.779515687131127
31,32,106.607593480193,195.66067007364146,115.24806438467807,177.70667787286064,19.924948516795514
32,33,105.33671553332475,150.7328490896809,119.0699527138158,150.47157689144737,13.735722282326158
33,34,127.42830966778935,59.318307945499086,134.06073778195488,41.76309915413533,18.766311795287542
34,35,126.74176699716715,92.10616589943342,128.23736124517376,97.78067688223938,5.86829421967371
35,36,111.06483360389609,13.99502840909091,126.04582530286343,12.67509292400881,15.039027294652646
36,37,131.87460806856188,26.98291178929766,143.0998235049834,36.324231727574755,14.603620091721389
37,38,129.18475115740742,118.14055266203705,140.24416723433242,130.7408038147139,16.76535156425541
38,39,126.74176699716715,92.10616589943342,130.19159226190476,87.15401785714286,6.035318101805746
39,40,136.523225549376,167.29623067010309,141.24236709770116,173.66199712643677,7.924221067695656
40,41,134.06073778195488,41.76309915413533,143.0998235049834,36.324231727574755,10.54923455004956
41,42,140.24416723433242,130.7408038147139,154.93214400773198,125.17517719072164,15.707095893691358
42,43,144.37398360583686,193.309379395218,148.40666118421052,198.67136101973685,6.7091978203653815
43,44,143.0998235049834,36.324231727574755,148.64561987704917,30.560002561475407,7.998887127577721
44,45,152.29976069819818,106.1083544481982,156.48849717336682,105.44617619346735,4.240753859804482
45,46,154.93214400773198,125.17517719072164,156.76710749246988,118.07934864457832,7.329247829524115
46,47,154.39357195481335,81.34669695481335,156.48849717336682,105.44617619346735,24.190361949455117
47,48,155.59418004587155,21.397649082568808,160.02864583333334,12.408854166666666,10.023119317872915
48,49,164.24288415605096,138.8304321077012,176.5330188679245,134.87986438679243,12.909469259171185
49,50,168.07700721614881,162.56143316072112,179.28577769886365,162.41344105113635,11.20974742796101
50,51,168.07700721614881,162.56143316072112,169.7626201923077,150.80528846153845,11.87637273301558
51,52,168.07700721614881,162.56143316072112,171.47099743150685,181.0011772260274,18.749488813723524
52,53,172.89493865030673,55.63458588957055,197.64760953451628,53.40871110841031,24.852549857980364
53,54,176.5330188679245,134.87986438679243,181.35211770304568,130.63828521573603,6.419868179877669
54,55,180.75988605898124,108.80215315013405,192.25630180975048,108.94025976690742,11.497245259284151
55,56,181.87301476083707,11.537450952914797,185.82261029411765,4.360064338235294,8.192324669658205
56,57,188.91546699438203,120.27519311797752,192.25630180975048,108.94025976690742,11.817017023630763
57,58,190.05180027173913,86.12856657608695,192.25630180975048,108.94025976690742,22.917966167686423
58,1,0.3960503472222222,44.384765625,0.7218070652173914,54.66711956521739,10.287512818520476
59,2,1.3383964143426295,151.6403137450199,21.83761419663573,175.19123404872389,31.222808599440537
60,3,4.266734182098766,9.318335262345679,6.309442934782608,4.487941576086957,5.244555482835443
61,4,7.731119791666667,96.923828125,11.90125512295082,103.41636782786885,7.716417593323518
62,5,11.90125512295082,103.41636782786885,14.523827295647559,107.11999071125264,4.538139185098601
63,6,15.071975471175167,74.46473115299335,24.072265625,56.863064236111114,19.76926657986843
64,7,16.471811572989854,22.884343286494925,22.41144049657534,31.81587114726027,10.726200710294437
65,8,19.450577445652172,52.59284420289855,24.072265625,56.863064236111114,6.292438379449844
66,9,21.83761419663573,175.19123404872389,34.784162378502,160.89640508862206,19.28614126319599
67,10,14.523827295647559,107.11999071125264,21.69796235380117,104.3688322368421,7.683559512618462
68,11,29.173536424512985,134.24024705762986,29.503486570247933,120.05988507231405,14.184200123139151
69,12,34.784162378502,160.89640508862206,36.97415865384615,152.49699519230768,8.680217180020625
70,13,24.072265625,56.863064236111114,33.01038240131579,51.98653371710527,10.18187023143849
71,14,44.47440034935242,20.72835452880027,54.253791360294116,36.078239889705884,18.200424971352497
72,15,38.847468449519226,79.39194899338943,47.50244140625,61.77246093749999,19.630458890035438
73,16,37.018229166666664,100.89192708333334,47.05150912267081,100.05580357142858,10.068058859716428
74,17,41.650390625,199.19704861111111,46.54807692307693,197.51081730769232,5.179836588445618
75,18,47.05150912267081,100.05580357142858,50.992465807888046,97.25369751908397,4.835590752260234
76,19,36.97415865384615,152.49699519230768,47.31338700873363,149.68741471069868,10.714167511157706
77,20,47.50244140625,61.77246093749999,49.8240834295612,58.201320727482674,4.259467582222816
78,21,46.54807692307693,197.51081730769232,52.45916193181818,199.2098721590909,6.150423836503197
79,22,54.253791360294116,36.078239889705884,62.79800622171946,36.10170390271493,8.544247079650042
80,23,47.31338700873363,149.68741471069868,57.89417613636364,130.72798295454547,21.712050826202596
81,24,58.525289948453604,73.67509664948454,69.1835207359813,72.05936039719626,10.78000404253922
82,25,63.08870789007093,61.346132535460995,69.1835207359813,72.05936039719626,12.325582941351493
83,26,50.992465807888046,97.25369751908397,64.60090112433863,99.27145337301587,13.757210852789017
84,27,62.79800622171946,36.10170390271493,70.57600705432489,22.93376681170886,15.293523602646458
85,28,70.2265625,199.49739583333331,73.44601962922573,189.9723964013086,10.054378070621455
86,29,73.44601962922573,189.9723964013086,77.15992647058823,191.47805606617646,4.007507336578338
87,30,75.81022305846422,113.56654941099475,82.89205911276224,124.21021361451048,12.7843650439573
88,31,69.1835207359813,72.05936039719626,79.67453678097345,86.59286273967551,17.924399794557488
89,32,82.89205911276224,124.21021361451048,83.48158881056395,147.0409923550437,22.8383888040241
90,33,82.8376629601227,57.901169478527606,84.63969983552632,48.7548828125,9.322118679649426
91,34,77.15992647058823,191.47805606617646,83.20238123571973,178.89955612147753,13.95456629377822
92,35,88.5258152173913,7.138813405797101,96.80310375463536,14.272153121137206,10.926941064325382
93,36,75.81022305846422,113.56654941099475,91.7578125,103.69628906249999,18.754936639265182
94,37,82.8376629601227,57.901169478527606,99.32149115487317,60.53611847046061,16.693098817898942
95,38,102.35060307017542,35.77987938596491,106.73320341936699,41.22388964770158,6.9888792771536785
96,39,83.20238123571973,178.89955612147753,108.06235923423424,184.2430320945946,25.427765170417654
97,40,107.72155295801527,147.91269083969465,107.88048169889504,141.2627330801105,6.651856624201323
98,41,108.24127197265625,82.464599609375,124.31640625,72.47953869047619,18.923831102309922
99,42,96.80310375463536,14.272153121137206,110.57942708333333,14.17944637345679,13.776635256763292
100,43,91.7578125,103.69628906249999,115.80441600937357,113.11781978737999,25.82642796704327
101,44,124.31640625,72.47953869047619,126.51811079545455,66.60748106060606,6.271248975602166
102,45,128.0629583443446,30.938656183932345,132.79989919354838,37.331989247311824,7.956966524257634
103,46,135.5894615207862,58.52409811580882,140.27921715561226,63.71273118622449,6.993977484507216
104,47,134.04305633408072,1.6141746076233185,154.9229672080592,5.429880242598684,21.225698754059145
105,48,134.91149129746836,87.77442642405063,141.5224067574425,81.24035330683355,9.295069376828987
106,49,141.5224067574425,81.24035330683355,143.00944010416669,73.16080729166666,8.215249964880494
107,50,139.26164215686273,194.711243872549,152.20867406542055,195.2613901869159,12.95871506779996
108,51,139.55574682203388,72.04051906779661,143.00944010416669,73.16080729166666,3.6308460434988206
109,52,143.9630681818182,145.6072443181818,150.79933449074073,132.30975115740742,14.951851437442507
110,53,141.5224067574425,81.24035330683355,148.3900228507905,86.71720602766798,8.784080289439752
111,54,150.79933449074073,132.30975115740742,152.11657106736877,117.08399939401536,15.282625067678746
112,55,154.9229672080592,5.429880242598684,161.40779194078948,14.55078125,11.191237063034833
113,56,159.64193688817772,26.26364834337349,170.880126953125,26.1474609375,11.238790657769343
114,57,143.00944010416669,73.16080729166666,156.7908653846154,70.69310897435898,14.000614905990155
115,58,160.17795138888889,147.11552372685185,167.82670454545453,138.59434185606062,11.450500658275804
116,59,148.3900228507905,86.71720602766798,164.09003017480578,96.06556950610432,18.272441809979732
