Wed Apr 02 00:27:14 2025


Number of Points = 4490

Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
45.292238	2583.180475	2.577472	-0.008400	2.642801
45.397236	2588.200831	2.582477	-0.008425	2.645309
45.396482	2593.227419	2.587482	-0.008425	2.647801
45.392509	2598.115656	2.592486	-0.008424	2.650222
45.483775	2603.268612	2.597491	-0.008446	2.652786
45.634136	2608.507306	2.602496	-0.008482	2.655399
45.732132	2613.453434	2.607501	-0.008506	2.657857
45.842008	2618.329732	2.612506	-0.008532	2.660280
45.699522	2623.429748	2.617510	-0.008498	2.662774
45.773672	2628.473635	2.622515	-0.008516	2.665269
45.754493	2633.498355	2.627520	-0.008511	2.667739
45.876842	2638.340297	2.632525	-0.008541	2.670138
46.057068	2643.448345	2.637530	-0.008584	2.672674
46.076890	2648.541488	2.642534	-0.008589	2.675177
46.038017	2653.512460	2.647539	-0.008580	2.677609
46.261202	2658.339698	2.652544	-0.008633	2.680006
46.324105	2663.397547	2.657549	-0.008649	2.682491
46.243189	2668.518620	2.662554	-0.008629	2.684983
46.303052	2673.481973	2.667558	-0.008644	2.687417
46.307938	2678.376123	2.672563	-0.008645	2.689807
46.438907	2683.505815	2.677568	-0.008677	2.692327
46.559146	2688.737838	2.682573	-0.008705	2.694894
46.744222	2693.698183	2.687578	-0.008750	2.697335
46.831893	2698.527226	2.692582	-0.008771	2.699697
46.803248	2703.599115	2.697587	-0.008764	2.702157
46.790713	2708.704889	2.702592	-0.008761	2.704633
46.847736	2713.675401	2.707597	-0.008775	2.707052
46.923266	2718.555910	2.712602	-0.008793	2.709428
46.841318	2723.654219	2.717606	-0.008774	2.711884
46.961082	2728.890595	2.722611	-0.008803	2.714435
47.180792	2733.898539	2.727616	-0.008855	2.716886
47.188264	2738.700152	2.732621	-0.008857	2.719206
47.389932	2743.710176	2.737626	-0.008906	2.721651
47.330409	2748.805248	2.742630	-0.008892	2.724098
47.470704	2753.827829	2.747635	-0.008925	2.726537
47.551928	2758.651195	2.752640	-0.008945	2.728869
47.750282	2763.656982	2.757645	-0.008992	2.731304
47.759046	2769.017052	2.762650	-0.008995	2.733879
47.734875	2774.086667	2.767654	-0.008989	2.736308
47.828600	2778.893140	2.772659	-0.009012	2.738625
47.881858	2783.931586	2.777664	-0.009025	2.741046
47.929497	2788.980749	2.782669	-0.009036	2.743469
47.992423	2794.029862	2.787674	-0.009051	2.745892
48.189255	2798.831906	2.792678	-0.009098	2.748214
48.087175	2803.859586	2.797683	-0.009074	2.750599
48.148434	2809.105133	2.802688	-0.009089	2.753109
48.266561	2814.153132	2.807693	-0.009117	2.755531
48.476508	2819.008511	2.812698	-0.009168	2.757872
48.393590	2824.009969	2.817702	-0.009148	2.760239
48.399965	2829.093098	2.822707	-0.009150	2.762655
48.445983	2834.165665	2.827712	-0.009161	2.765070
48.561292	2839.051029	2.832717	-0.009189	2.767404
48.669622	2843.956473	2.837722	-0.009215	2.769744
48.704229	2849.150371	2.842726	-0.009223	2.772209
48.782282	2854.372388	2.847731	-0.009242	2.774690
48.826388	2859.360061	2.852736	-0.009253	2.777054
48.919791	2864.117280	2.857741	-0.009275	2.779314
48.917189	2869.204509	2.862746	-0.009275	2.781715
49.032045	2874.214492	2.867750	-0.009302	2.784093
48.941556	2879.268082	2.872755	-0.009281	2.786462
48.862828	2884.186451	2.877760	-0.009262	2.788766
49.026521	2889.174297	2.882765	-0.009301	2.791135
49.072248	2894.467662	2.887770	-0.009312	2.793629
49.144108	2899.505990	2.892774	-0.009330	2.796004
49.189925	2904.296655	2.897779	-0.009341	2.798258
49.345301	2909.331527	2.902784	-0.009378	2.800639
49.294314	2914.403339	2.907789	-0.009366	2.803008
49.434173	2919.444767	2.912794	-0.009400	2.805386
49.424367	2924.350081	2.917798	-0.009397	2.807678
49.377577	2929.327063	2.922803	-0.009386	2.809997
49.686452	2934.561197	2.927808	-0.009460	2.812482
49.641304	2939.732376	2.932813	-0.009450	2.814888
49.676621	2944.668579	2.937818	-0.009458	2.817193
49.847933	2949.552273	2.942822	-0.009499	2.819490
49.785472	2954.625224	2.947827	-0.009485	2.821841
49.857788	2959.706643	2.952832	-0.009502	2.824213
49.833646	2964.678666	2.957837	-0.009496	2.826519
49.895256	2969.563061	2.962842	-0.009511	2.828794
49.950854	2974.626945	2.967846	-0.009525	2.831150
50.093983	2979.829972	2.972851	-0.009559	2.833580
50.077415	2984.903298	2.977856	-0.009555	2.835926
50.036840	2989.737302	2.982861	-0.009546	2.838156
50.178802	2994.761787	2.987866	-0.009580	2.840497
50.406303	2999.791273	2.992870	-0.009634	2.842850
50.318134	3004.855349	2.997875	-0.009613	2.845175
50.314283	3009.762816	3.002880	-0.009613	2.847437
50.435875	3014.699387	3.007885	-0.009642	2.849727
50.399588	3020.004129	3.012890	-0.009633	2.852164
50.571654	3025.120406	3.017894	-0.009675	2.854540
50.569532	3030.060536	3.022899	-0.009674	2.856809
50.700945	3034.960379	3.027904	-0.009706	2.859077
50.756409	3040.003986	3.032909	-0.009719	2.861398
50.756923	3045.077192	3.037914	-0.009719	2.863723
50.839445	3050.085740	3.042918	-0.009739	2.866028
50.650145	3054.991518	3.047923	-0.009694	2.868248
50.908180	3059.998158	3.052928	-0.009756	2.870572
51.046885	3065.249956	3.057933	-0.009789	2.872990
51.101725	3070.299294	3.062938	-0.009803	2.875303
51.091730	3075.158560	3.067942	-0.009800	2.877518
51.061115	3080.159757	3.072947	-0.009793	2.879794
51.140914	3085.236524	3.077952	-0.009812	2.882116
51.298468	3090.264083	3.082957	-0.009850	2.884425
51.301397	3095.200284	3.087962	-0.009851	2.886670
51.221113	3100.185648	3.092966	-0.009832	2.888925
51.359572	3105.320881	3.097971	-0.009865	2.891274
51.376718	3110.528381	3.102976	-0.009870	2.893639
51.377366	3115.498240	3.107981	-0.009870	2.895892
51.517952	3120.325473	3.112986	-0.009904	2.898097
51.649293	3125.317130	3.117990	-0.009935	2.900373
51.745447	3130.378836	3.122995	-0.009958	2.902674
51.715891	3135.471088	3.128000	-0.009951	2.904972
51.653316	3140.329916	3.133005	-0.009936	2.907157
51.774341	3145.278737	3.138010	-0.009966	2.909406
51.966441	3150.488825	3.143014	-0.010012	2.911779
52.048946	3155.562085	3.148019	-0.010032	2.914075
51.963049	3160.569754	3.153024	-0.010011	2.916318
52.082941	3165.447213	3.158029	-0.010040	2.918527
52.141287	3170.475322	3.163034	-0.010054	2.920795
52.209699	3175.536472	3.168038	-0.010071	2.923076
52.065061	3180.636182	3.173043	-0.010036	2.925346
52.178314	3185.454896	3.178048	-0.010063	2.927521
52.281030	3190.465678	3.183053	-0.010088	2.929779
52.372110	3195.804607	3.188058	-0.010110	2.932181
52.396585	3200.925423	3.193062	-0.010116	2.934475
52.439591	3205.791326	3.198067	-0.010126	2.936655
52.549076	3210.713897	3.203072	-0.010153	2.938868
52.449377	3215.811208	3.208077	-0.010129	2.941130
52.531100	3220.878833	3.213082	-0.010149	2.943400
52.647721	3225.843738	3.218086	-0.010177	2.945627
52.682118	3230.676685	3.223091	-0.010185	2.947784
52.821419	3235.740885	3.228096	-0.010219	2.950055
52.877840	3240.993518	3.233101	-0.010232	2.952397
52.819963	3246.082530	3.238106	-0.010218	2.954651
52.890754	3250.933359	3.243110	-0.010236	2.956813
52.929655	3255.913004	3.248115	-0.010245	2.959027
53.050797	3260.957564	3.253120	-0.010274	2.961278
53.044497	3266.021782	3.258125	-0.010273	2.963520
53.173762	3270.987117	3.263130	-0.010304	2.965734
53.173871	3275.872132	3.268134	-0.010304	2.967894
53.203369	3280.950941	3.273139	-0.010311	2.970143
53.333288	3286.317024	3.278144	-0.010342	2.972528
53.384616	3291.346654	3.283149	-0.010355	2.974754
53.398295	3296.224288	3.288154	-0.010358	2.976906
53.513638	3301.197165	3.293158	-0.010386	2.979112
53.435861	3306.287319	3.298163	-0.010367	2.981343
53.469036	3311.336369	3.303168	-0.010376	2.983568
53.598431	3316.281006	3.308173	-0.010407	2.985758
53.618192	3321.166478	3.313178	-0.010412	2.987907
53.809966	3326.233117	3.318182	-0.010458	2.990155
53.907974	3331.471113	3.323187	-0.010481	2.992464
53.863262	3336.548981	3.328192	-0.010471	2.994684
53.963951	3341.330023	3.333197	-0.010495	2.996791
54.038246	3346.325279	3.338202	-0.010513	2.998986
54.052726	3351.445344	3.343206	-0.010516	3.001227
54.154196	3356.463268	3.348211	-0.010541	3.003432
54.096694	3361.446730	3.353216	-0.010527	3.005602
54.246038	3366.327600	3.358221	-0.010563	3.007750
54.258673	3371.432393	3.363226	-0.010566	3.009977
54.255065	3376.776323	3.368230	-0.010565	3.012305
54.396818	3381.793037	3.373235	-0.010599	3.014507
54.482769	3386.543483	3.378240	-0.010620	3.016584
54.503536	3391.501572	3.383245	-0.010625	3.018743
54.515104	3396.565710	3.388250	-0.010628	3.020944
54.671982	3401.615088	3.393254	-0.010666	3.023156
54.685267	3406.589716	3.398259	-0.010669	3.025315
54.782942	3411.469339	3.403264	-0.010693	3.027443
54.751651	3416.539219	3.408269	-0.010685	3.029635
54.846278	3421.813405	3.413274	-0.010708	3.031930
54.930612	3426.866372	3.418278	-0.010728	3.034126
54.791675	3431.759353	3.423283	-0.010695	3.036224
54.912824	3436.728984	3.428288	-0.010724	3.038386
55.090193	3441.749441	3.433293	-0.010767	3.040574
55.073896	3446.821167	3.438298	-0.010763	3.042760
55.131251	3451.822355	3.443302	-0.010777	3.044923
55.270777	3456.632367	3.448307	-0.010811	3.047011
55.139401	3461.744750	3.453312	-0.010779	3.049196
55.232027	3467.089452	3.458317	-0.010802	3.051506
55.162044	3472.208159	3.463322	-0.010785	3.053698
55.472775	3477.034717	3.468326	-0.010859	3.055808
55.326582	3481.999201	3.473331	-0.010825	3.057921
55.522460	3487.056105	3.478336	-0.010872	3.060113
55.519777	3492.082312	3.483341	-0.010871	3.062267
55.531921	3497.156787	3.488346	-0.010874	3.064442
55.749337	3501.856793	3.493350	-0.010926	3.066479
55.710384	3506.948091	3.498355	-0.010917	3.068652
55.725388	3512.201179	3.503360	-0.010921	3.070899
55.716246	3517.319301	3.508365	-0.010919	3.073084
55.860698	3522.226517	3.513370	-0.010953	3.075195
55.894369	3527.131987	3.518374	-0.010962	3.077292
55.997347	3532.163771	3.523379	-0.010986	3.079448
56.136093	3537.216356	3.528384	-0.011020	3.081616
56.105804	3542.286316	3.533389	-0.011013	3.083771
56.180923	3547.099352	3.538394	-0.011031	3.085826
56.226826	3552.122094	3.543398	-0.011042	3.087967
56.125063	3557.350171	3.548403	-0.011018	3.090175
56.295811	3562.601603	3.553408	-0.011059	3.092424
56.247696	3567.612494	3.558413	-0.011047	3.094543
56.478903	3572.372153	3.563418	-0.011103	3.096588
56.570241	3577.396305	3.568422	-0.011125	3.098726
56.456115	3582.501996	3.573427	-0.011098	3.100874
56.447364	3587.599125	3.578432	-0.011096	3.103029
56.484736	3592.513454	3.583437	-0.011105	3.105110
56.860129	3597.320319	3.588442	-0.011195	3.107184
56.704711	3602.485967	3.593446	-0.011158	3.109346
56.754635	3607.711218	3.598451	-0.011170	3.111556
56.835121	3612.782880	3.603456	-0.011189	3.113703
56.751973	3617.634632	3.608461	-0.011169	3.115737
56.957052	3622.587695	3.613466	-0.011219	3.117846
57.036868	3627.608273	3.618470	-0.011238	3.119967
57.094676	3632.705944	3.623475	-0.011252	3.122116
57.107250	3637.765283	3.628480	-0.011255	3.124243
57.137722	3642.561306	3.633485	-0.011262	3.126260
57.431004	3647.531881	3.638490	-0.011333	3.128379
57.290995	3652.954575	3.643494	-0.011299	3.130636
57.321311	3658.100431	3.648499	-0.011307	3.132795
57.324893	3663.054256	3.653504	-0.011308	3.134869
57.384839	3667.900408	3.658509	-0.011322	3.136904
57.465142	3672.977217	3.663514	-0.011341	3.139035
57.524365	3678.000480	3.668518	-0.011356	3.141141
57.740482	3683.020969	3.673523	-0.011408	3.143262
57.668145	3687.950735	3.678528	-0.011390	3.145310
57.766383	3692.864884	3.683533	-0.011414	3.147370
57.875086	3697.973550	3.688538	-0.011440	3.149512
57.782329	3703.160114	3.693542	-0.011418	3.151661
57.866002	3708.137787	3.698547	-0.011438	3.153742
57.892682	3712.963824	3.703552	-0.011445	3.155752
57.862247	3718.018133	3.708557	-0.011438	3.157849
58.043519	3723.055078	3.713562	-0.011481	3.159961
58.060816	3728.132504	3.718566	-0.011485	3.162070
58.098728	3733.119631	3.723571	-0.011495	3.164143
58.102006	3738.004923	3.728576	-0.011496	3.166168
58.343850	3742.974876	3.733581	-0.011554	3.168254
58.315291	3748.352738	3.738586	-0.011547	3.170477
58.371381	3753.468313	3.743590	-0.011560	3.172599
58.313972	3758.423930	3.748595	-0.011547	3.174641
58.405197	3763.288039	3.753600	-0.011569	3.176661
58.608744	3768.275411	3.758605	-0.011618	3.178743
58.455556	3773.400483	3.763610	-0.011581	3.180840
58.576400	3778.451750	3.768614	-0.011610	3.182936
58.512346	3783.343387	3.773619	-0.011595	3.184944
58.736571	3788.256535	3.778624	-0.011649	3.186992
58.763391	3793.408367	3.783629	-0.011655	3.189115
58.701720	3798.635361	3.788634	-0.011641	3.191258
58.973094	3803.646836	3.793638	-0.011706	3.193348
58.834144	3808.513018	3.798643	-0.011673	3.195331
58.987041	3813.491466	3.803648	-0.011709	3.197391
59.044198	3818.543132	3.808653	-0.011723	3.199469
59.044161	3823.634832	3.813658	-0.011723	3.201556
59.180644	3828.670255	3.818662	-0.011756	3.203634
59.138766	3833.459453	3.823667	-0.011746	3.205590
59.197295	3838.552797	3.828672	-0.011760	3.207680
59.371860	3843.735950	3.833677	-0.011802	3.209818
59.382250	3848.900978	3.838682	-0.011805	3.211930
59.432064	3853.882151	3.843686	-0.011817	3.213969
59.535441	3858.641681	3.848691	-0.011842	3.215922
59.541819	3863.715785	3.853696	-0.011843	3.217992
59.624910	3868.761875	3.858701	-0.011863	3.220058
59.829340	3873.773378	3.863706	-0.011913	3.222121
59.770669	3878.768833	3.868710	-0.011899	3.224148
59.892991	3883.575416	3.873715	-0.011928	3.226116
60.006376	3888.646263	3.878720	-0.011955	3.228190
59.931876	3893.978190	3.883725	-0.011938	3.230348
60.034668	3899.005515	3.888730	-0.011962	3.232400
60.216119	3903.914244	3.893734	-0.012006	3.234411
60.036344	3908.822375	3.898739	-0.011963	3.236382
60.193568	3913.899394	3.903744	-0.012001	3.238456
60.180099	3918.975113	3.908749	-0.011998	3.240510
60.238339	3924.021820	3.913754	-0.012012	3.242559
60.261714	3928.901120	3.918758	-0.012017	3.244535
60.216142	3933.845793	3.923763	-0.012007	3.246528
60.291473	3939.038856	3.928768	-0.012025	3.248634
60.425613	3944.304005	3.933773	-0.012057	3.250774
60.374960	3949.385691	3.938778	-0.012045	3.252819
60.617844	3954.149359	3.943782	-0.012103	3.254765
60.413182	3959.210739	3.948787	-0.012055	3.256783
60.651588	3964.225836	3.953792	-0.012112	3.258828
60.648367	3969.293529	3.958797	-0.012111	3.260867
60.738766	3974.309288	3.963802	-0.012133	3.262893
60.789829	3979.145158	3.968806	-0.012145	3.264842
60.851742	3984.148991	3.973811	-0.012160	3.266859
60.847845	3989.319612	3.978816	-0.012159	3.268934
60.795093	3994.531350	3.983821	-0.012147	3.271019
60.985738	3999.537148	3.988826	-0.012193	3.273046
61.171028	4004.326197	3.993830	-0.012237	3.274985
61.093814	4009.340352	3.998835	-0.012219	3.276985
61.141032	4014.458122	4.003840	-0.012230	3.279038
61.189297	4019.502319	4.008845	-0.012242	3.281060
61.160504	4024.564501	4.013850	-0.012235	3.283080
61.224939	4029.351913	4.018854	-0.012251	3.284999
61.260127	4034.394697	4.023859	-0.012259	3.287016
61.454274	4039.674260	4.028864	-0.012306	3.289143
61.370859	4044.898007	4.033869	-0.012286	3.291217
61.465018	4049.915278	4.038874	-0.012309	3.293226
61.563860	4054.685827	4.043878	-0.012332	3.295136
61.442456	4059.638685	4.048883	-0.012304	3.297094
61.628997	4064.693344	4.053888	-0.012348	3.299124
61.565543	4069.744548	4.058893	-0.012333	3.301125
61.707575	4074.733864	4.063898	-0.012367	3.303122
61.719605	4079.556632	4.068902	-0.012370	3.305038
61.760110	4084.619502	4.073907	-0.012380	3.307051
61.870784	4089.801754	4.078912	-0.012407	3.309118
61.847897	4094.975773	4.083917	-0.012401	3.311166
61.947151	4099.968048	4.088922	-0.012425	3.313153
61.967930	4104.792962	4.093926	-0.012430	3.315065
62.051500	4109.827655	4.098931	-0.012451	3.317065
61.994655	4114.940028	4.103936	-0.012437	3.319081
62.079998	4119.977246	4.108941	-0.012458	3.321080
62.244894	4124.920053	4.113946	-0.012497	3.323048
62.170608	4129.777915	4.118950	-0.012480	3.324958
62.143040	4134.853592	4.123955	-0.012473	3.326957
62.322446	4140.138226	4.128960	-0.012516	3.329058
62.270727	4145.328722	4.133965	-0.012504	3.331098
62.426840	4150.285023	4.138970	-0.012541	3.333065
62.496774	4155.122288	4.143974	-0.012558	3.334975
62.411766	4160.167840	4.148979	-0.012538	3.336950
62.481475	4165.245255	4.153984	-0.012555	3.338953
62.609240	4170.270111	4.158989	-0.012586	3.340939
62.587652	4175.297812	4.163994	-0.012581	3.342911
62.577863	4180.128783	4.168998	-0.012578	3.344805
62.567028	4185.188167	4.174003	-0.012576	3.346787
62.846823	4190.366465	4.179008	-0.012643	3.348845
62.998738	4195.480724	4.184013	-0.012680	3.350863
62.968349	4200.527251	4.189018	-0.012672	3.352834
62.878465	4205.341434	4.194022	-0.012651	3.354708
63.086570	4210.351978	4.199027	-0.012701	3.356688
63.051982	4215.475493	4.204032	-0.012693	3.358686
63.053075	4220.508837	4.209037	-0.012693	3.360651
63.116330	4225.567481	4.214042	-0.012709	3.362632
63.065940	4230.374210	4.219046	-0.012697	3.364501
63.181559	4235.405941	4.224051	-0.012724	3.366474
63.070967	4240.738725	4.229056	-0.012698	3.368540
63.354704	4245.880823	4.234061	-0.012766	3.370570
63.298567	4250.948366	4.239066	-0.012753	3.372536
63.356401	4255.703583	4.244070	-0.012767	3.374391
63.388003	4260.734969	4.249075	-0.012774	3.376349
63.547686	4265.805483	4.254080	-0.012813	3.378335
63.618268	4270.846445	4.259085	-0.012830	3.380298
63.615764	4275.903513	4.264090	-0.012829	3.382260
63.738039	4280.669699	4.269094	-0.012859	3.384120
63.800870	4285.681878	4.274099	-0.012874	3.386069
63.767490	4290.874056	4.279104	-0.012866	3.388076
63.905177	4296.067382	4.284109	-0.012899	3.390100
63.803810	4301.106359	4.289114	-0.012875	3.392039
63.930395	4305.936303	4.294118	-0.012905	3.393918
63.904381	4310.930087	4.299123	-0.012899	3.395845
63.977800	4315.994245	4.304128	-0.012917	3.397808
63.888972	4321.080205	4.309133	-0.012896	3.399762
64.023033	4326.108023	4.314138	-0.012928	3.401715
64.047701	4330.969887	4.319142	-0.012934	3.403591
63.967459	4335.930129	4.324147	-0.012915	3.405495
64.333321	4341.005507	4.329152	-0.013003	3.407485
64.272546	4346.424926	4.334157	-0.012988	3.409564
64.341157	4351.456559	4.339162	-0.013005	3.411506
64.395244	4356.332306	4.344166	-0.013018	3.413386
64.382282	4361.222960	4.349171	-0.013015	3.415263
64.405746	4366.326617	4.354176	-0.013021	3.417225
64.457538	4371.373112	4.359181	-0.013033	3.419167
64.572062	4376.400029	4.364186	-0.013061	3.421106
64.596447	4381.338695	4.369190	-0.013067	3.423001
64.645255	4386.236405	4.374195	-0.013079	3.424882
64.645414	4391.322085	4.379200	-0.013079	3.426829
64.706123	4396.609919	4.384205	-0.013094	3.428859
64.791947	4401.657738	4.389210	-0.013114	3.430797
64.835305	4406.622802	4.394214	-0.013125	3.432699
64.894709	4411.451690	4.399219	-0.013139	3.434550
64.978277	4416.489740	4.404224	-0.013159	3.436481
64.915145	4421.622614	4.409229	-0.013144	3.438434
65.094517	4426.594683	4.414234	-0.013187	3.440347
65.053177	4431.675367	4.419238	-0.013178	3.442280
65.060692	4436.489964	4.424243	-0.013179	3.444115
65.178075	4441.522976	4.429248	-0.013208	3.446042
65.269196	4446.826451	4.434253	-0.013230	3.448069
65.327769	4452.025513	4.439258	-0.013244	3.450052
65.297434	4457.112794	4.444262	-0.013237	3.451982
65.322932	4461.860019	4.449267	-0.013243	3.453788
65.450414	4466.894126	4.454272	-0.013274	3.455712
65.494733	4471.868081	4.459277	-0.013284	3.457603
65.519796	4476.892438	4.464282	-0.013290	3.459511
65.616310	4481.943626	4.469286	-0.013314	3.461435
65.584202	4486.771155	4.474291	-0.013306	3.463261
65.713625	4491.727239	4.479296	-0.013337	3.465149
65.612049	4496.883531	4.484301	-0.013313	3.467091
65.879148	4502.083923	4.489306	-0.013377	3.469083
66.052271	4507.151534	4.494310	-0.013419	3.471015
66.113514	4512.015324	4.499315	-0.013433	3.472858
65.975388	4516.969708	4.504320	-0.013400	3.474716
66.049738	4522.005884	4.509325	-0.013418	3.476623
66.113594	4527.052448	4.514330	-0.013434	3.478533
66.322622	4532.113548	4.519334	-0.013484	3.480460
66.266862	4537.045630	4.524339	-0.013471	3.482313
66.286863	4541.931532	4.529344	-0.013476	3.484155
